Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo,Beta,J,J_interp10
bach,"1685/3//-1750/7/28/
","Prelude in E-flat Major
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p07.krn,0.76,NaN,NaN
bach,,"Fuga 14, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f14.krn,0.27,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in F-sharp Major
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p13.krn,-0.08,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in D Major
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p05.krn,1.55,NaN,NaN
bach,,"Fuga 12, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f12.krn,4.11,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in C-sharp Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p04.krn,0.34,NaN,NaN
bach,,"Fuga 19, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f19.krn,0.35,NaN,NaN
bach,,"Fuga 18, Vol. 1
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc1f18.krn,0.4,NaN,NaN
bach,,"Fuga 8, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f08.krn,0.4,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in C Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p02.krn,1.81,NaN,NaN
bach,,"Fuga 10, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f10.krn,0.62,NaN,NaN
bach,,"Fuga 13, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f13.krn,0.05,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in F Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p12.krn,NaN,NaN,NaN
bach,,"Fuga 11, Vol. 1
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc1f11.krn,0.13,NaN,NaN
bach,,"Prelude No. 7 in E-flat major
",,,,Prelude,wtc2p07.krn,1.45,NaN,NaN
bach,,"Fuga 16, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f16.krn,0.77,NaN,NaN
bach,,"Fuga 3, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f03.krn,0.81,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in E Major
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p09.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in E Minor
 (Das wohltemperirte Clavier, Band II
)",,,,Prelude,wtc2p09.krn,1.1,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in C-sharp Minor
 (Das wohltemperirte Clavier, Band II
)",,,,Prelude,wtc2p04.krn,0.42,NaN,NaN
bach,,"Fuga 21, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f21.krn,0.1,NaN,NaN
bach,,"Fuga 20, Vol. 1
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc1f20.krn,0.5,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in B Major
 (Das wohltemperirte Clavier, Band II
)",,,,Prelude,wtc2p23.krn,1.05,NaN,NaN
bach,,"Prelude No. 5 in D major
",,,,Prelude,wtc2p05.krn,0.67,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in C Major
 (Das wohltemperirte Clavier, Band II
)",,,,Prelude,wtc2p01.krn,0.66,NaN,NaN
bach,,"Fuga 22, Vol. 1
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc1f22.krn,0.01,NaN,NaN
bach,,"Fuga 15, Vol. 1
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc1f15.krn,0.33,NaN,NaN
bach,,"Prelude No. 12 in F minor
",,,,Prelude,wtc2p12.krn,1.59,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in G-sharp Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p18.krn,1.18,NaN,NaN
bach,,"Prelude No. 13 in F-sharp major
",,,,Prelude,wtc2p13.krn,0.12,NaN,NaN
bach,,"Prelude No. 14 in F-sharp minor
",,,,Prelude,wtc2p14.krn,0.63,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in F-sharp Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p14.krn,0.99,NaN,NaN
bach,,"Fuga 24, Vol. 1
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc1f24.krn,0.98,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in B Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p24.krn,0.68,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in G Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p16.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Prelude in G-sharp Minor
 (Das wohltemperirte Clavier, Band II
)",,,,Prelude,wtc2p18.krn,0.94,NaN,NaN
bach,,"Fuga 19, Vol. 1
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc1f19.krn,0.97,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 128. Meines Lebens letzte Zeit
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv381.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 60. Fur Freuden lasst uns springen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv313.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 168. Warum betrubst du dich, mein Herz
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv421.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 85. Herr, straf' mich nicht in deinem Zorn
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv338.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 155. Schaut, ihr Sunder!
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv408.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 42. Des heil'gen Geistes reiche Gnad'
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv295.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 138. Nun preiset alle Gottes Barmherzigkeit
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv391.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 103. Jesu, du mein liebstes leben
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv356.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 21. Christ, der du bist der helle Tag
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv273.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 163. Vater unser im Himmelreich
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv416.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 179. Wenn wir in hochsten Noten sein
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv432.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 107. Jesu, meiner Seelen Wonne
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv360.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 11. Alles ist an Gottes Segen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv263.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 152. O wie selig seid ihr doch, ihr Frommen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv405.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 122. Lobt Gott, ihr Christen allzugleich
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv375.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 52. Erbarm' dich mein, o Herre Gott
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv305.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 6. Wo Gott der Herr nicht bei uns halt
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv258.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 83. Herr Jesu Christ, wahr, Mensch und Gott
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv336.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 119. Lass, o Herr, dein Ohr sich neigen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv372.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 72. Heilig, Heilig!
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv325.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 150. O Mensch, schau Jesum Christum an
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv403.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 2. Ach Gott, erhor' mein Seufzen und Wehklagen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv254.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 36. Das alte Jahr vergangen ist
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv289.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 91. Hilf, Herr Jesu, lass gelingen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv344.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 156. Seelenbrautigam, Jesu, Gottes Lamm
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv409.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 65. Gottes Sohn ist kommen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv318.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 28. Christus, der ist mein Leben
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv281.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 25. Christ lag in Todesbanden
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv277.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 145. O Gott, du frommer Gott
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv398.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 46. Dir, dir, Jehova, will ich singen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv299.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 120. Liebster Jesu, wir sind hier
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv373.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 8. Allein Gott in der Hoh' sei Ehr'
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv260.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 90. Hilf, Gott, lass mir's gelingen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv343.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 62. Gib dich zufrieden und sei stille
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv315.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 117. Komm, Gott Schopfer, heiliger Geist
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv370.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 106. Jesu, meiner Seelen Wonne
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv359.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 109. Jesu, nun sei gepreiset
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv362.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 82. Herr Jesu Christ, mein's Lebens Licht
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv335.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 108. Jesu, meines Herzens Freud'
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv361.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 59. Es woll' uns Gott genadig sein
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv312.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 183. Wie schon leuchtet der Morgenstern
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv436.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 105. Jesu, meine Freude
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv358.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 123. Lobt Gott, ihr Christen allzugleich
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv376.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 129. Mit Fried' und Freud' ich fahr' dahin
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv382.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 31. Christus ist erstanden
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv284.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 149. O Mensch, bewein' dein' Sunde gross
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv402.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 14. Als vierzig Tag' nach Ostern war'n
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv266.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 7. Ach, was soll ich Sunder machen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv259.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 35. Das alte Jahr vergangen ist
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv288.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 140. O Welt, sieh' hier dein Leben
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv393.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 64. Gott der Vater wohn' uns bei
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv317.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 126. Meinen Jesum lass' ich nicht, Jesus
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv379.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 185. Wo Gott zum Haus nicht gibt sein' Gunst
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv438.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 111. Jesus Christus, unser Heiland
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv364.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 34. Dank sei Gott in der Hohe
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv287.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 100. Jesu, der du meine Seele
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv353.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 175. Wenn mein Stundlein vorhanden ist
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv428.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 180. Wer Gott vertraut, hat wohl gebaut
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv433.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 164. Von Gott will ich nicht lassen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv417.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 87. Herzlich lieb hab' ich dich, o Herr
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv340.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 102. Jesu, der du selbst so wohl
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv355.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 13. Als Jesus Christus in der Nacht
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv265.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 160. Sollt' ich meinem Gott nicht singen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv413.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 24. Christ ist erstanden
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv276.krn,0.36,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 61. Gelobet seist du, Jesu Christ
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv314.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 38. Das walt' mein Gott, Vater, Sohn
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv291.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 158. Singt dem Herrn ein neues Lied
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv411.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 182. Wie bist du Seele in mir so gar betrubt
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv435.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 178. Wenn wir in hochsten Noten sein
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv431.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 48. Du, o schones Weltgebaude
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv301.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 33. Danket dem Herren
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv286.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 56. Es steh'n vor Gottes Throne
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv309.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 159. So giebst du nun, mein Jesu, gute Nacht
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv412.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 10. Alle Menschen mussen sterben
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv262.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 51. Eins ist not, ach Herr, dies Eine
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv304.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 99. Jesu, der du meine Seele
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv352.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 165. Von Gott will ich nicht lassen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv418.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 70. Gott sei uns gnadig
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv323.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 68. Gottlob, es geht nunmehr zum Ende
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv321.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 174. Wenn ich in Angst und Not
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv427.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 88. Heut' ist, o Mensch, ein grosser Trauertag
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv341.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 78. Herr, ich habe missgehandelt
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv331.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 97. Ich danke dir, o Gott in deinem Throne
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv350.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 74. Fur deinen Thron tret' ich hiermit
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv327.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 86. Herr, wie du willst, so schick's mit mir
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv339.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 114. In allen meinen Taten
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv367.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 125. Mein' Augen schliess' ich jetzt
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv378.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 118. Kyrie! Gott Vater in Ewigkeit
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv371.krn,0.45,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 22. Christe, der du bist Tag und Licht
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv274.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 79. Herr Jesu Christ, dich zu uns wend'
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv332.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 40. Der du bist drei in Einigkeit
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv293.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 37. Das walt' Gott Vater und Gott Sohn
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv290.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 133. Nun danket Alle Gott
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv386.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 137. Nun lob', mein' Seel', den Herren
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv390.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 58. Es woll' uns Gott genadig sein
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv311.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 57. Es wird schier der letzte Tag herkommen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv310.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 132. Nun bitten wir den heiligen Geist
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv385.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 184. Wir glauben all an einen Gott
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv437.krn,0.41,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 18. Befiehl du deine Wege
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv270.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 27. Christ, unser Herr, zum Jordan kam
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv280.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 151. O Traurigkeit, o Herzeleid
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv404.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 98. Ich hab' mein' Sach' Gott heimgestellt
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv351.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 9. Allein zu dir, Herr Jesu Christ
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv261.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 53. Erstanden ist der heil'ge Christ
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv306.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 143. Nun sich der Tag geendet hat
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv396.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 69. Gott sei gelobet
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv322.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 177. Wenn mein Stundlein vorhanden ist
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv430.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 43. Die Nacht ist kommen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv296.krn,NaN,NaN,NaN
bach,"1685/3//-1750/7/28/
","Chorale 47. Du grosser Schmerzensmann
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv300.krn,NaN,NaN,NaN
